# source: EI-2023
# description: Based on {{source}}.
variable,year,region,unit,value
Primary Energy|Gas,2010,ZWE,EJ/yr,0.0144
Primary Energy|Gas,2015,ABW,EJ/yr,0.0003
Primary Energy|Gas,2015,AFG,EJ/yr,0.0428
Primary Energy|Gas,2015,AGO,EJ/yr,0.0559
Primary Energy|Gas,2015,AIA,EJ/yr,0.0
Primary Energy|Gas,2015,ALA,EJ/yr,0.0
Primary Energy|Gas,2015,ALB,EJ/yr,0.0103
Primary Energy|Gas,2015,AND,EJ/yr,0.0
Primary Energy|Gas,2015,ARE,EJ/yr,2.5729
Primary Energy|Gas,2015,ARG,EJ/yr,1.6795
Primary Energy|Gas,2015,ARM,EJ/yr,0.0454
Primary Energy|Gas,2015,ASM,EJ/yr,0.0
Primary Energy|Gas,2015,ATA,EJ/yr,0.0
Primary Energy|Gas,2015,ATF,EJ/yr,0.0
Primary Energy|Gas,2015,ATG,EJ/yr,0.0002
Primary Energy|Gas,2015,AUS,EJ/yr,1.4038
Primary Energy|Gas,2015,AUT,EJ/yr,0.2869
Primary Energy|Gas,2015,AZE,EJ/yr,0.4013
Primary Energy|Gas,2015,BDI,EJ/yr,0.0125
Primary Energy|Gas,2015,BEL,EJ/yr,0.5706
Primary Energy|Gas,2015,BEN,EJ/yr,0.0158
Primary Energy|Gas,2015,BES,EJ/yr,0.0
Primary Energy|Gas,2015,BFA,EJ/yr,0.023
Primary Energy|Gas,2015,BGD,EJ/yr,0.9307
Primary Energy|Gas,2015,BGR,EJ/yr,0.108
Primary Energy|Gas,2015,BHR,EJ/yr,0.2783
Primary Energy|Gas,2015,BHS,EJ/yr,0.001
Primary Energy|Gas,2015,BIH,EJ/yr,0.0347
Primary Energy|Gas,2015,BLM,EJ/yr,0.0
Primary Energy|Gas,2015,BLR,EJ/yr,0.6444
Primary Energy|Gas,2015,BLZ,EJ/yr,0.0005
Primary Energy|Gas,2015,BMU,EJ/yr,0.0
Primary Energy|Gas,2015,BOL,EJ/yr,0.0209
Primary Energy|Gas,2015,BRA,EJ/yr,1.5457
Primary Energy|Gas,2015,BRB,EJ/yr,0.0005
Primary Energy|Gas,2015,BRN,EJ/yr,0.0149
Primary Energy|Gas,2015,BTN,EJ/yr,0.0015
Primary Energy|Gas,2015,BVT,EJ/yr,0.0
Primary Energy|Gas,2015,BWA,EJ/yr,0.01
Primary Energy|Gas,2015,CAF,EJ/yr,0.0062
Primary Energy|Gas,2015,CAN,EJ/yr,3.972
Primary Energy|Gas,2015,CCK,EJ/yr,0.0
Primary Energy|Gas,2015,CHE,EJ/yr,0.1194
Primary Energy|Gas,2015,CHL,EJ/yr,0.1737
Primary Energy|Gas,2015,CHN,EJ/yr,7.0088
Primary Energy|Gas,2015,CIV,EJ/yr,0.0426
Primary Energy|Gas,2015,CMR,EJ/yr,0.0311
Primary Energy|Gas,2015,COD,EJ/yr,0.1105
Primary Energy|Gas,2015,COG,EJ/yr,0.0097
Primary Energy|Gas,2015,COK,EJ/yr,0.0
Primary Energy|Gas,2015,COL,EJ/yr,0.4036
Primary Energy|Gas,2015,COM,EJ/yr,0.001
Primary Energy|Gas,2015,CPV,EJ/yr,0.001
Primary Energy|Gas,2015,CRI,EJ/yr,0.0139
Primary Energy|Gas,2015,CUB,EJ/yr,0.0293
Primary Energy|Gas,2015,CUW,EJ/yr,0.0
Primary Energy|Gas,2015,CXR,EJ/yr,0.0
Primary Energy|Gas,2015,CYM,EJ/yr,0.0003
Primary Energy|Gas,2015,CYP,EJ/yr,0.0
Primary Energy|Gas,2015,CZE,EJ/yr,0.2714
Primary Energy|Gas,2015,DEU,EJ/yr,2.7703
Primary Energy|Gas,2015,DJI,EJ/yr,0.0016
Primary Energy|Gas,2015,DMA,EJ/yr,0.0001
Primary Energy|Gas,2015,DNK,EJ/yr,0.1191
Primary Energy|Gas,2015,DOM,EJ/yr,0.0216
Primary Energy|Gas,2015,DZA,EJ/yr,1.3652
Primary Energy|Gas,2015,ECU,EJ/yr,0.0296
Primary Energy|Gas,2015,EGY,EJ/yr,1.6567
Primary Energy|Gas,2015,ERI,EJ/yr,0.0035
Primary Energy|Gas,2015,ESH,EJ/yr,0.0
Primary Energy|Gas,2015,ESP,EJ/yr,1.0276
Primary Energy|Gas,2015,EST,EJ/yr,0.0163
Primary Energy|Gas,2015,ETH,EJ/yr,0.1519
Primary Energy|Gas,2015,FIN,EJ/yr,0.0824
Primary Energy|Gas,2015,FJI,EJ/yr,0.002
Primary Energy|Gas,2015,FLK,EJ/yr,0.0
Primary Energy|Gas,2015,FRA,EJ/yr,1.4671
Primary Energy|Gas,2015,FRO,EJ/yr,0.0
Primary Energy|Gas,2015,FSM,EJ/yr,0.0
Primary Energy|Gas,2015,GAB,EJ/yr,0.0186
Primary Energy|Gas,2015,GBR,EJ/yr,2.5936
Primary Energy|Gas,2015,GEO,EJ/yr,0.0231
Primary Energy|Gas,2015,GGY,EJ/yr,0.0
Primary Energy|Gas,2015,GHA,EJ/yr,0.0363
Primary Energy|Gas,2015,GIB,EJ/yr,0.0193
Primary Energy|Gas,2015,GIN,EJ/yr,0.0154
Primary Energy|Gas,2015,GLP,EJ/yr,0.0011
Primary Energy|Gas,2015,GMB,EJ/yr,0.0029
Primary Energy|Gas,2015,GNB,EJ/yr,0.0023
Primary Energy|Gas,2015,GNQ,EJ/yr,0.006
Primary Energy|Gas,2015,GRC,EJ/yr,0.1229
Primary Energy|Gas,2015,GRD,EJ/yr,0.0002
Primary Energy|Gas,2015,GRL,EJ/yr,0.0
Primary Energy|Gas,2015,GTM,EJ/yr,0.0329
Primary Energy|Gas,2015,GUF,EJ/yr,0.0005
Primary Energy|Gas,2015,GUM,EJ/yr,0.0
Primary Energy|Gas,2015,GUY,EJ/yr,0.0023
Primary Energy|Gas,2015,HKG,EJ/yr,0.1096
Primary Energy|Gas,2015,HMD,EJ/yr,0.0
Primary Energy|Gas,2015,HND,EJ/yr,0.0147
Primary Energy|Gas,2015,HRV,EJ/yr,0.0872
Primary Energy|Gas,2015,HTI,EJ/yr,0.0138
Primary Energy|Gas,2015,HUN,EJ/yr,0.3136
Primary Energy|Gas,2015,IDN,EJ/yr,1.5853
Primary Energy|Gas,2015,IMN,EJ/yr,0.0
Primary Energy|Gas,2015,IND,EJ/yr,1.721
Primary Energy|Gas,2015,IOT,EJ/yr,0.0
Primary Energy|Gas,2015,IRL,EJ/yr,0.1575
Primary Energy|Gas,2015,IRN,EJ/yr,6.6247
Primary Energy|Gas,2015,IRQ,EJ/yr,0.2628
Primary Energy|Gas,2015,ISL,EJ/yr,0.0
Primary Energy|Gas,2015,ISR,EJ/yr,0.2877
Primary Energy|Gas,2015,ITA,EJ/yr,2.3154
Primary Energy|Gas,2015,JAM,EJ/yr,0.0076
Primary Energy|Gas,2015,JEY,EJ/yr,0.0
Primary Energy|Gas,2015,JOR,EJ/yr,0.1575
Primary Energy|Gas,2015,JPN,EJ/yr,4.2738
Primary Energy|Gas,2015,KAZ,EJ/yr,0.4969
Primary Energy|Gas,2015,KEN,EJ/yr,0.0901
Primary Energy|Gas,2015,KGZ,EJ/yr,0.0543
Primary Energy|Gas,2015,KHM,EJ/yr,0.0296
Primary Energy|Gas,2015,KIR,EJ/yr,0.0002
Primary Energy|Gas,2015,KNA,EJ/yr,0.0001
Primary Energy|Gas,2015,KOR,EJ/yr,1.6434
Primary Energy|Gas,2015,KWT,EJ/yr,0.7316
Primary Energy|Gas,2015,LAO,EJ/yr,0.0214
Primary Energy|Gas,2015,LBN,EJ/yr,0.1501
Primary Energy|Gas,2015,LBR,EJ/yr,0.0056
Primary Energy|Gas,2015,LBY,EJ/yr,0.07
Primary Energy|Gas,2015,LCA,EJ/yr,0.0003
Primary Energy|Gas,2015,LIE,EJ/yr,0.0
Primary Energy|Gas,2015,LKA,EJ/yr,0.0
Primary Energy|Gas,2015,LSO,EJ/yr,0.003
Primary Energy|Gas,2015,LTU,EJ/yr,0.0865
Primary Energy|Gas,2015,LUX,EJ/yr,0.0322
Primary Energy|Gas,2015,LVA,EJ/yr,0.0459
Primary Energy|Gas,2015,MAC,EJ/yr,0.007
Primary Energy|Gas,2015,MAF,EJ/yr,0.0
Primary Energy|Gas,2015,MAR,EJ/yr,0.0424
Primary Energy|Gas,2015,MCO,EJ/yr,0.0
Primary Energy|Gas,2015,MDA,EJ/yr,0.0496
Primary Energy|Gas,2015,MDG,EJ/yr,0.0268
Primary Energy|Gas,2015,MDV,EJ/yr,0.001
Primary Energy|Gas,2015,MEX,EJ/yr,2.9082
Primary Energy|Gas,2015,MHL,EJ/yr,0.0
Primary Energy|Gas,2015,MKD,EJ/yr,0.0047
Primary Energy|Gas,2015,MLI,EJ/yr,0.0231
Primary Energy|Gas,2015,MLT,EJ/yr,0.0108
Primary Energy|Gas,2015,MMR,EJ/yr,0.0881
Primary Energy|Gas,2015,MNE,EJ/yr,0.0049
Primary Energy|Gas,2015,MNG,EJ/yr,0.0265
Primary Energy|Gas,2015,MNP,EJ/yr,0.0
Primary Energy|Gas,2015,MOZ,EJ/yr,0.0385
Primary Energy|Gas,2015,MRT,EJ/yr,0.006
Primary Energy|Gas,2015,MSR,EJ/yr,0.0
Primary Energy|Gas,2015,MTQ,EJ/yr,0.001
Primary Energy|Gas,2015,MUS,EJ/yr,0.0069
Primary Energy|Gas,2015,MWI,EJ/yr,0.0206
Primary Energy|Gas,2015,MYS,EJ/yr,1.6862
Primary Energy|Gas,2015,MYT,EJ/yr,0.0
Primary Energy|Gas,2015,NAM,EJ/yr,0.0053
Primary Energy|Gas,2015,NCL,EJ/yr,0.0
Primary Energy|Gas,2015,NER,EJ/yr,0.0101
Primary Energy|Gas,2015,NFK,EJ/yr,0.0
Primary Energy|Gas,2015,NGA,EJ/yr,0.2185
Primary Energy|Gas,2015,NIC,EJ/yr,0.0097
Primary Energy|Gas,2015,NIU,EJ/yr,0.0
Primary Energy|Gas,2015,NLD,EJ/yr,1.2164
Primary Energy|Gas,2015,NOR,EJ/yr,0.1657
Primary Energy|Gas,2015,NPL,EJ/yr,0.0606
Primary Energy|Gas,2015,NRU,EJ/yr,0.0
Primary Energy|Gas,2015,NZL,EJ/yr,0.1729
Primary Energy|Gas,2015,OMN,EJ/yr,0.8313
Primary Energy|Gas,2015,PAK,EJ/yr,1.3152
Primary Energy|Gas,2015,PAN,EJ/yr,0.0204
Primary Energy|Gas,2015,PCN,EJ/yr,0.0
Primary Energy|Gas,2015,PER,EJ/yr,0.2752
Primary Energy|Gas,2015,PHL,EJ/yr,0.1196
Primary Energy|Gas,2015,PLW,EJ/yr,0.0001
Primary Energy|Gas,2015,PNG,EJ/yr,0.0121
Primary Energy|Gas,2015,POL,EJ/yr,0.6156
Primary Energy|Gas,2015,PRI,EJ/yr,0.0116
Primary Energy|Gas,2015,PRK,EJ/yr,0.0623
Primary Energy|Gas,2015,PRT,EJ/yr,0.1735
Primary Energy|Gas,2015,PRY,EJ/yr,0.0242
Primary Energy|Gas,2015,PSE,EJ/yr,0.0
Primary Energy|Gas,2015,PYF,EJ/yr,0.0
Primary Energy|Gas,2015,QAT,EJ/yr,1.5598
Primary Energy|Gas,2015,REU,EJ/yr,0.0
Primary Energy|Gas,2015,ROU,EJ/yr,0.3733
Primary Energy|Gas,2015,RUS,EJ/yr,14.7123
Primary Energy|Gas,2015,RWA,EJ/yr,0.0151
Primary Energy|Gas,2015,SAU,EJ/yr,3.5722
Primary Energy|Gas,2015,SDN,EJ/yr,0.0658
Primary Energy|Gas,2015,SEN,EJ/yr,0.0158
Primary Energy|Gas,2015,SGP,EJ/yr,0.4168
Primary Energy|Gas,2015,SGS,EJ/yr,0.0
Primary Energy|Gas,2015,SHN,EJ/yr,0.0
Primary Energy|Gas,2015,SJM,EJ/yr,0.0
Primary Energy|Gas,2015,SLB,EJ/yr,0.0008
Primary Energy|Gas,2015,SLE,EJ/yr,0.0091
Primary Energy|Gas,2015,SLV,EJ/yr,0.011
Primary Energy|Gas,2015,SMR,EJ/yr,0.0
Primary Energy|Gas,2015,SOM,EJ/yr,0.0164
Primary Energy|Gas,2015,SPM,EJ/yr,0.0
Primary Energy|Gas,2015,SRB,EJ/yr,0.0596
Primary Energy|Gas,2015,SSD,EJ/yr,0.0
Primary Energy|Gas,2015,STP,EJ/yr,0.0003
Primary Energy|Gas,2015,SUR,EJ/yr,0.0026
Primary Energy|Gas,2015,SVK,EJ/yr,0.1624
Primary Energy|Gas,2015,SVN,EJ/yr,0.0278
Primary Energy|Gas,2015,SWE,EJ/yr,0.0336
Primary Energy|Gas,2015,SWZ,EJ/yr,0.0039
Primary Energy|Gas,2015,SXM,EJ/yr,0.0
Primary Energy|Gas,2015,SYC,EJ/yr,0.0003
Primary Energy|Gas,2015,SYR,EJ/yr,0.2249
Primary Energy|Gas,2015,TCA,EJ/yr,0.0001
Primary Energy|Gas,2015,TCD,EJ/yr,0.0177
Primary Energy|Gas,2015,TGO,EJ/yr,0.0128
Primary Energy|Gas,2015,THA,EJ/yr,1.8346
Primary Energy|Gas,2015,TJK,EJ/yr,0.0373
Primary Energy|Gas,2015,TKL,EJ/yr,0.0
Primary Energy|Gas,2015,TKM,EJ/yr,0.9139
Primary Energy|Gas,2015,TLS,EJ/yr,0.0018
Primary Energy|Gas,2015,TON,EJ/yr,0.0002
Primary Energy|Gas,2015,TTO,EJ/yr,0.7058
Primary Energy|Gas,2015,TUN,EJ/yr,0.0389
Primary Energy|Gas,2015,TUR,EJ/yr,1.6545
Primary Energy|Gas,2015,TUV,EJ/yr,0.0
Primary Energy|Gas,2015,TWN,EJ/yr,0.7265
Primary Energy|Gas,2015,TZA,EJ/yr,0.0786
Primary Energy|Gas,2015,UGA,EJ/yr,0.0637
Primary Energy|Gas,2015,UKR,EJ/yr,1.1516
Primary Energy|Gas,2015,UMI,EJ/yr,0.0
Primary Energy|Gas,2015,URY,EJ/yr,0.0133
Primary Energy|Gas,2015,USA,EJ/yr,26.7689
Primary Energy|Gas,2015,UZB,EJ/yr,1.6684
Primary Energy|Gas,2015,VAT,EJ/yr,0.0
Primary Energy|Gas,2015,VCT,EJ/yr,0.0002
Primary Energy|Gas,2015,VEN,EJ/yr,1.3334
Primary Energy|Gas,2015,VGB,EJ/yr,0.0001
Primary Energy|Gas,2015,VIR,EJ/yr,0.0
Primary Energy|Gas,2015,VNM,EJ/yr,0.3703
Primary Energy|Gas,2015,VUT,EJ/yr,0.0004
Primary Energy|Gas,2015,WLF,EJ/yr,0.0
Primary Energy|Gas,2015,WSM,EJ/yr,0.0004
Primary Energy|Gas,2015,World,EJ/yr,125.1076
Primary Energy|Gas,2015,YEM,EJ/yr,0.0427
Primary Energy|Gas,2015,ZAF,EJ/yr,0.1555
Primary Energy|Gas,2015,ZMB,EJ/yr,0.0435
Primary Energy|Gas,2015,ZWE,EJ/yr,0.0243
Primary Energy|Gas,2020,ABW,EJ/yr,0.0003
Primary Energy|Gas,2020,AFG,EJ/yr,0.0451
Primary Energy|Gas,2020,AGO,EJ/yr,0.0646
Primary Energy|Gas,2020,AIA,EJ/yr,0.0
Primary Energy|Gas,2020,ALA,EJ/yr,0.0
Primary Energy|Gas,2020,ALB,EJ/yr,0.0124
Primary Energy|Gas,2020,AND,EJ/yr,0.0
Primary Energy|Gas,2020,ARE,EJ/yr,2.4432
Primary Energy|Gas,2020,ARG,EJ/yr,1.5815
Primary Energy|Gas,2020,ARM,EJ/yr,0.0513
Primary Energy|Gas,2020,ASM,EJ/yr,0.0
Primary Energy|Gas,2020,ATA,EJ/yr,0.0
Primary Energy|Gas,2020,ATF,EJ/yr,0.0
Primary Energy|Gas,2020,ATG,EJ/yr,0.0002
Primary Energy|Gas,2020,AUS,EJ/yr,1.5234
Primary Energy|Gas,2020,AUT,EJ/yr,0.307
Primary Energy|Gas,2020,AZE,EJ/yr,0.4452
Primary Energy|Gas,2020,BDI,EJ/yr,0.0145
Primary Energy|Gas,2020,BEL,EJ/yr,0.6119
Primary Energy|Gas,2020,BEN,EJ/yr,0.0183
Primary Energy|Gas,2020,BES,EJ/yr,0.0
Primary Energy|Gas,2020,BFA,EJ/yr,0.0265
Primary Energy|Gas,2020,BGD,EJ/yr,1.077
Primary Energy|Gas,2020,BGR,EJ/yr,0.1051
Primary Energy|Gas,2020,BHR,EJ/yr,0.2869
Primary Energy|Gas,2020,BHS,EJ/yr,0.0011
Primary Energy|Gas,2020,BIH,EJ/yr,0.0419
Primary Energy|Gas,2020,BLM,EJ/yr,0.0
Primary Energy|Gas,2020,BLR,EJ/yr,0.639
Primary Energy|Gas,2020,BLZ,EJ/yr,0.0005
Primary Energy|Gas,2020,BMU,EJ/yr,0.0
Primary Energy|Gas,2020,BOL,EJ/yr,0.0245
Primary Energy|Gas,2020,BRA,EJ/yr,1.1313
Primary Energy|Gas,2020,BRB,EJ/yr,0.0006
Primary Energy|Gas,2020,BRN,EJ/yr,0.0157
Primary Energy|Gas,2020,BTN,EJ/yr,0.0016
Primary Energy|Gas,2020,BVT,EJ/yr,0.0
Primary Energy|Gas,2020,BWA,EJ/yr,0.0116
Primary Energy|Gas,2020,CAF,EJ/yr,0.0072
Primary Energy|Gas,2020,CAN,EJ/yr,4.1505
Primary Energy|Gas,2020,CCK,EJ/yr,0.0
Primary Energy|Gas,2020,CHE,EJ/yr,0.1193
Primary Energy|Gas,2020,CHL,EJ/yr,0.2245
Primary Energy|Gas,2020,CHN,EJ/yr,12.1182
Primary Energy|Gas,2020,CIV,EJ/yr,0.0492
Primary Energy|Gas,2020,CMR,EJ/yr,0.0359
Primary Energy|Gas,2020,COD,EJ/yr,0.1277
Primary Energy|Gas,2020,COG,EJ/yr,0.0112
Primary Energy|Gas,2020,COK,EJ/yr,0.0
Primary Energy|Gas,2020,COL,EJ/yr,0.4724
Primary Energy|Gas,2020,COM,EJ/yr,0.0012
Primary Energy|Gas,2020,CPV,EJ/yr,0.0011
Primary Energy|Gas,2020,CRI,EJ/yr,0.0163
Primary Energy|Gas,2020,CUB,EJ/yr,0.0344
Primary Energy|Gas,2020,CUW,EJ/yr,0.0
Primary Energy|Gas,2020,CXR,EJ/yr,0.0
Primary Energy|Gas,2020,CYM,EJ/yr,0.0003
Primary Energy|Gas,2020,CYP,EJ/yr,0.0
Primary Energy|Gas,2020,CZE,EJ/yr,0.3046
Primary Energy|Gas,2020,DEU,EJ/yr,3.1359
Primary Energy|Gas,2020,DJI,EJ/yr,0.0018
Primary Energy|Gas,2020,DMA,EJ/yr,0.0001
Primary Energy|Gas,2020,DNK,EJ/yr,0.0836
Primary Energy|Gas,2020,DOM,EJ/yr,0.0253
Primary Energy|Gas,2020,DZA,EJ/yr,1.5606
Primary Energy|Gas,2020,ECU,EJ/yr,0.0213
Primary Energy|Gas,2020,EGY,EJ/yr,2.0991
Primary Energy|Gas,2020,ERI,EJ/yr,0.004
Primary Energy|Gas,2020,ESH,EJ/yr,0.0
Primary Energy|Gas,2020,ESP,EJ/yr,1.1696
Primary Energy|Gas,2020,EST,EJ/yr,0.0155
Primary Energy|Gas,2020,ETH,EJ/yr,0.1755
Primary Energy|Gas,2020,FIN,EJ/yr,0.0746
Primary Energy|Gas,2020,FJI,EJ/yr,0.0021
Primary Energy|Gas,2020,FLK,EJ/yr,0.0
Primary Energy|Gas,2020,FRA,EJ/yr,1.461
Primary Energy|Gas,2020,FRO,EJ/yr,0.0
Primary Energy|Gas,2020,FSM,EJ/yr,0.0
Primary Energy|Gas,2020,GAB,EJ/yr,0.0215
Primary Energy|Gas,2020,GBR,EJ/yr,2.6332
Primary Energy|Gas,2020,GEO,EJ/yr,0.0279
Primary Energy|Gas,2020,GGY,EJ/yr,0.0
Primary Energy|Gas,2020,GHA,EJ/yr,0.0419
Primary Energy|Gas,2020,GIB,EJ/yr,0.0233
Primary Energy|Gas,2020,GIN,EJ/yr,0.0178
Primary Energy|Gas,2020,GLP,EJ/yr,0.0013
Primary Energy|Gas,2020,GMB,EJ/yr,0.0034
Primary Energy|Gas,2020,GNB,EJ/yr,0.0026
Primary Energy|Gas,2020,GNQ,EJ/yr,0.0069
Primary Energy|Gas,2020,GRC,EJ/yr,0.2283
Primary Energy|Gas,2020,GRD,EJ/yr,0.0002
Primary Energy|Gas,2020,GRL,EJ/yr,0.0
Primary Energy|Gas,2020,GTM,EJ/yr,0.0386
Primary Energy|Gas,2020,GUF,EJ/yr,0.0006
Primary Energy|Gas,2020,GUM,EJ/yr,0.0
Primary Energy|Gas,2020,GUY,EJ/yr,0.0027
Primary Energy|Gas,2020,HKG,EJ/yr,0.178
Primary Energy|Gas,2020,HMD,EJ/yr,0.0
Primary Energy|Gas,2020,HND,EJ/yr,0.0172
Primary Energy|Gas,2020,HRV,EJ/yr,0.1057
Primary Energy|Gas,2020,HTI,EJ/yr,0.0162
Primary Energy|Gas,2020,HUN,EJ/yr,0.3669
Primary Energy|Gas,2020,IDN,EJ/yr,1.5329
Primary Energy|Gas,2020,IMN,EJ/yr,0.0
Primary Energy|Gas,2020,IND,EJ/yr,2.173
Primary Energy|Gas,2020,IOT,EJ/yr,0.0
Primary Energy|Gas,2020,IRL,EJ/yr,0.1911
Primary Energy|Gas,2020,IRN,EJ/yr,8.5236
Primary Energy|Gas,2020,IRQ,EJ/yr,0.6655
Primary Energy|Gas,2020,ISL,EJ/yr,0.0
Primary Energy|Gas,2020,ISR,EJ/yr,0.4057
Primary Energy|Gas,2020,ITA,EJ/yr,2.4345
Primary Energy|Gas,2020,JAM,EJ/yr,0.009
Primary Energy|Gas,2020,JEY,EJ/yr,0.0
Primary Energy|Gas,2020,JOR,EJ/yr,0.1624
Primary Energy|Gas,2020,JPN,EJ/yr,3.7486
Primary Energy|Gas,2020,KAZ,EJ/yr,0.6356
Primary Energy|Gas,2020,KEN,EJ/yr,0.1041
Primary Energy|Gas,2020,KGZ,EJ/yr,0.0614
Primary Energy|Gas,2020,KHM,EJ/yr,0.0312
Primary Energy|Gas,2020,KIR,EJ/yr,0.0002
Primary Energy|Gas,2020,KNA,EJ/yr,0.0001
Primary Energy|Gas,2020,KOR,EJ/yr,2.0713
Primary Energy|Gas,2020,KWT,EJ/yr,0.6449
Primary Energy|Gas,2020,LAO,EJ/yr,0.0225
Primary Energy|Gas,2020,LBN,EJ/yr,0.1547
Primary Energy|Gas,2020,LBR,EJ/yr,0.0065
Primary Energy|Gas,2020,LBY,EJ/yr,0.0809
Primary Energy|Gas,2020,LCA,EJ/yr,0.0004
Primary Energy|Gas,2020,LIE,EJ/yr,0.0
Primary Energy|Gas,2020,LKA,EJ/yr,0.0
Primary Energy|Gas,2020,LSO,EJ/yr,0.0034
Primary Energy|Gas,2020,LTU,EJ/yr,0.085
Primary Energy|Gas,2020,LUX,EJ/yr,0.026
Primary Energy|Gas,2020,LVA,EJ/yr,0.0386
Primary Energy|Gas,2020,MAC,EJ/yr,0.0074
Primary Energy|Gas,2020,MAF,EJ/yr,0.0
Primary Energy|Gas,2020,MAR,EJ/yr,0.0283
Primary Energy|Gas,2020,MCO,EJ/yr,0.0
Primary Energy|Gas,2020,MDA,EJ/yr,0.0561
Primary Energy|Gas,2020,MDG,EJ/yr,0.0309
Primary Energy|Gas,2020,MDV,EJ/yr,0.0011
Primary Energy|Gas,2020,MEX,EJ/yr,3.3208
Primary Energy|Gas,2020,MHL,EJ/yr,0.0
Primary Energy|Gas,2020,MKD,EJ/yr,0.0117
Primary Energy|Gas,2020,MLI,EJ/yr,0.0267
Primary Energy|Gas,2020,MLT,EJ/yr,0.013
Primary Energy|Gas,2020,MMR,EJ/yr,0.0928
Primary Energy|Gas,2020,MNE,EJ/yr,0.0059
Primary Energy|Gas,2020,MNG,EJ/yr,0.028
Primary Energy|Gas,2020,MNP,EJ/yr,0.0
Primary Energy|Gas,2020,MOZ,EJ/yr,0.0445
Primary Energy|Gas,2020,MRT,EJ/yr,0.0069
Primary Energy|Gas,2020,MSR,EJ/yr,0.0
Primary Energy|Gas,2020,MTQ,EJ/yr,0.0012
Primary Energy|Gas,2020,MUS,EJ/yr,0.008
Primary Energy|Gas,2020,MWI,EJ/yr,0.0238
Primary Energy|Gas,2020,MYS,EJ/yr,1.5701
Primary Energy|Gas,2020,MYT,EJ/yr,0.0
Primary Energy|Gas,2020,NAM,EJ/yr,0.0061
Primary Energy|Gas,2020,NCL,EJ/yr,0.0
Primary Energy|Gas,2020,NER,EJ/yr,0.0117
Primary Energy|Gas,2020,NFK,EJ/yr,0.0
Primary Energy|Gas,2020,NGA,EJ/yr,0.2525
Primary Energy|Gas,2020,NIC,EJ/yr,0.0114
Primary Energy|Gas,2020,NIU,EJ/yr,0.0
Primary Energy|Gas,2020,NLD,EJ/yr,1.2994
Primary Energy|Gas,2020,NOR,EJ/yr,0.1603
Primary Energy|Gas,2020,NPL,EJ/yr,0.0639
Primary Energy|Gas,2020,NRU,EJ/yr,0.0
Primary Energy|Gas,2020,NZL,EJ/yr,0.1646
Primary Energy|Gas,2020,OMN,EJ/yr,0.933
Primary Energy|Gas,2020,PAK,EJ/yr,1.4818
Primary Energy|Gas,2020,PAN,EJ/yr,0.024
Primary Energy|Gas,2020,PCN,EJ/yr,0.0
Primary Energy|Gas,2020,PER,EJ/yr,0.2941
Primary Energy|Gas,2020,PHL,EJ/yr,0.1383
Primary Energy|Gas,2020,PLW,EJ/yr,0.0001
Primary Energy|Gas,2020,PNG,EJ/yr,0.0127
Primary Energy|Gas,2020,POL,EJ/yr,0.7583
Primary Energy|Gas,2020,PRI,EJ/yr,0.0136
Primary Energy|Gas,2020,PRK,EJ/yr,0.0656
Primary Energy|Gas,2020,PRT,EJ/yr,0.2173
Primary Energy|Gas,2020,PRY,EJ/yr,0.0284
Primary Energy|Gas,2020,PSE,EJ/yr,0.0
Primary Energy|Gas,2020,PYF,EJ/yr,0.0
Primary Energy|Gas,2020,QAT,EJ/yr,1.3829
Primary Energy|Gas,2020,REU,EJ/yr,0.0
Primary Energy|Gas,2020,ROU,EJ/yr,0.4055
Primary Energy|Gas,2020,RUS,EJ/yr,15.2454
Primary Energy|Gas,2020,RWA,EJ/yr,0.0174
Primary Energy|Gas,2020,SAU,EJ/yr,4.0698
Primary Energy|Gas,2020,SDN,EJ/yr,0.0761
Primary Energy|Gas,2020,SEN,EJ/yr,0.0182
Primary Energy|Gas,2020,SGP,EJ/yr,0.4535
Primary Energy|Gas,2020,SGS,EJ/yr,0.0
Primary Energy|Gas,2020,SHN,EJ/yr,0.0
Primary Energy|Gas,2020,SJM,EJ/yr,0.0
Primary Energy|Gas,2020,SLB,EJ/yr,0.0008
Primary Energy|Gas,2020,SLE,EJ/yr,0.0105
Primary Energy|Gas,2020,SLV,EJ/yr,0.0129
Primary Energy|Gas,2020,SMR,EJ/yr,0.0
Primary Energy|Gas,2020,SOM,EJ/yr,0.019
Primary Energy|Gas,2020,SPM,EJ/yr,0.0
Primary Energy|Gas,2020,SRB,EJ/yr,0.0719
Primary Energy|Gas,2020,SSD,EJ/yr,0.0
Primary Energy|Gas,2020,STP,EJ/yr,0.0004
Primary Energy|Gas,2020,SUR,EJ/yr,0.003
Primary Energy|Gas,2020,SVK,EJ/yr,0.1712
Primary Energy|Gas,2020,SVN,EJ/yr,0.0308
Primary Energy|Gas,2020,SWE,EJ/yr,0.0357
Primary Energy|Gas,2020,SWZ,EJ/yr,0.0045
Primary Energy|Gas,2020,SXM,EJ/yr,0.0
Primary Energy|Gas,2020,SYC,EJ/yr,0.0003
Primary Energy|Gas,2020,SYR,EJ/yr,0.2318
Primary Energy|Gas,2020,TCA,EJ/yr,0.0001
Primary Energy|Gas,2020,TCD,EJ/yr,0.0205
Primary Energy|Gas,2020,TGO,EJ/yr,0.0148
Primary Energy|Gas,2020,THA,EJ/yr,1.6867
